TeacherID,TeacherName,Age,Gender,Expertise,YearsOfExperience,TeacherRating,TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,RatingTier
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05395,U00853,CR00030,2025-03-01,0.0,Bank Transfer,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05401,U00922,CR00005,2025-03-11,0.0,Credit Card,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05457,U01368,CR00052,2025-08-08,0.0,PayPal,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05493,U01609,CR00052,2025-08-26,0.0,Bank Transfer,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05499,U01646,CR00002,2025-05-09,0.0,Credit Card,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05502,U01688,CR00054,2025-03-26,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05576,U02192,CR00018,2025-06-25,0.0,Bank Transfer,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05587,U02279,CR00052,2025-09-15,0.0,PayPal,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00025,Justin Pham,29,Male,Web Development,4,2.17,TT05667,U02784,CR00053,2025-12-07,0.0,Credit Card,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02728,U00119,CR00055,2025-06-11,57.32,PayPal,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02748,U00183,CR00026,2025-07-02,0.0,Bank Transfer,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02751,U00187,CR00001,2025-06-18,472.28,Bank Transfer,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02789,U00270,CR00053,2025-02-09,0.0,PayPal,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02799,U00295,CR00029,2025-06-06,0.0,PayPal,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02801,U00302,CR00051,2025-04-16,37.89,PayPal,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02811,U00326,CR00052,2025-04-23,0.0,Bank Transfer,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02854,U00440,CR00053,2025-12-17,0.0,Credit Card,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT02966,U00725,CR00054,2025-05-10,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03013,U00857,CR00054,2025-06-20,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03020,U00872,CR00054,2025-11-15,0.0,PayPal,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03039,U00932,CR00055,2025-06-23,57.32,Bank Transfer,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03056,U00973,CR00055,2025-11-16,57.32,Bank Transfer,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03098,U01097,CR00053,2025-05-06,0.0,Bank Transfer,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03112,U01119,CR00002,2025-05-09,0.0,Credit Card,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03141,U01199,CR00053,2025-07-11,0.0,Credit Card,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03175,U01306,CR00053,2025-08-26,0.0,Bank Transfer,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03181,U01319,CR00016,2025-09-25,0.0,Credit Card,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03189,U01353,CR00052,2025-07-24,0.0,PayPal,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03290,U01605,CR00055,2025-11-19,57.32,PayPal,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03340,U01735,CR00055,2025-06-24,57.32,Credit Card,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03343,U01739,CR00019,2025-10-04,0.0,Bank Transfer,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03348,U01751,CR00028,2025-03-19,0.78,Credit Card,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03358,U01777,CR00052,2025-12-09,0.0,Credit Card,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03423,U01949,CR00030,2025-07-04,0.0,PayPal,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03449,U02011,CR00054,2025-10-29,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03461,U02046,CR00054,2025-10-25,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03483,U02101,CR00051,2025-03-29,37.89,Credit Card,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03495,U02124,CR00054,2025-09-10,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03503,U02145,CR00053,2025-04-26,0.0,PayPal,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03602,U02420,CR00020,2025-05-19,0.0,Credit Card,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03607,U02430,CR00054,2025-08-19,0.0,Credit Card,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03762,U02790,CR00052,2025-02-16,0.0,Bank Transfer,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03771,U02805,CR00055,2025-04-08,57.32,Bank Transfer,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03777,U02818,CR00028,2025-02-12,0.78,Credit Card,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03782,U02827,CR00026,2025-10-02,0.0,Credit Card,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT03857,U02999,CR00051,2025-09-09,37.89,PayPal,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05298,U00307,CR00002,2025-08-29,0.0,Credit Card,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05363,U00652,CR00054,2025-04-01,0.0,PayPal,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05383,U00753,CR00020,2025-09-06,0.0,PayPal,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05384,U00753,CR00004,2025-02-25,0.0,PayPal,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05397,U00875,CR00055,2025-09-07,57.32,PayPal,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05475,U01474,CR00053,2025-05-07,0.0,Bank Transfer,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05525,U01843,CR00053,2025-04-06,0.0,PayPal,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05558,U02083,CR00052,2025-06-07,0.0,Credit Card,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05603,U02412,CR00019,2025-09-26,0.0,Bank Transfer,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05624,U02536,CR00053,2025-10-06,0.0,Bank Transfer,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05625,U02536,CR00052,2025-09-23,0.0,Bank Transfer,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05633,U02592,CR00001,2025-10-28,472.28,Credit Card,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05636,U02597,CR00055,2025-12-02,57.32,Bank Transfer,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Low Rated
TC00026,Patrick Wilson,29,Male,Web Development,1,2.83,TT05681,U02912,CR00053,2025-11-03,0.0,Credit Card,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02700,U00054,CR00050,2025-03-12,490.9,Credit Card,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02713,U00088,CR00048,2025-01-26,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02717,U00095,CR00046,2025-06-06,248.1,PayPal,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02721,U00101,CR00047,2025-03-07,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02729,U00130,CR00046,2025-01-16,248.1,Bank Transfer,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02762,U00214,CR00047,2025-10-27,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02768,U00224,CR00050,2025-11-21,490.9,Credit Card,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02816,U00336,CR00048,2025-12-30,0.0,Bank Transfer,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02830,U00374,CR00048,2025-12-05,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02845,U00425,CR00050,2025-08-21,490.9,Bank Transfer,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02859,U00451,CR00046,2025-03-17,248.1,PayPal,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02860,U00453,CR00050,2025-01-14,490.9,Bank Transfer,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02866,U00470,CR00047,2025-11-22,89.59,PayPal,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02878,U00499,CR00049,2025-04-01,415.51,Credit Card,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02887,U00518,CR00049,2025-11-21,415.51,Bank Transfer,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02891,U00526,CR00048,2025-10-02,0.0,Bank Transfer,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02901,U00545,CR00048,2025-08-17,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02915,U00597,CR00046,2025-09-18,248.1,Credit Card,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02916,U00598,CR00049,2025-10-08,415.51,Bank Transfer,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02935,U00649,CR00049,2025-11-24,415.51,PayPal,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02941,U00669,CR00046,2025-01-13,248.1,Bank Transfer,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02943,U00677,CR00049,2025-05-25,415.51,Credit Card,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02961,U00710,CR00046,2025-05-07,248.1,Bank Transfer,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02964,U00720,CR00049,2025-12-21,415.51,Credit Card,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02968,U00728,CR00020,2025-10-04,0.0,PayPal,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02987,U00776,CR00050,2025-04-02,490.9,PayPal,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02997,U00808,CR00048,2025-07-04,0.0,Bank Transfer,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT02998,U00809,CR00050,2025-04-14,490.9,Credit Card,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03015,U00860,CR00050,2025-05-10,490.9,PayPal,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03021,U00877,CR00050,2025-08-12,490.9,Bank Transfer,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03055,U00969,CR00046,2025-03-02,248.1,PayPal,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03064,U00991,CR00047,2025-05-15,89.59,PayPal,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03071,U01011,CR00046,2025-09-07,248.1,Bank Transfer,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03099,U01099,CR00017,2025-12-19,0.0,Bank Transfer,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03100,U01104,CR00028,2025-04-16,0.78,Credit Card,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03103,U01107,CR00048,2025-12-15,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03120,U01145,CR00001,2025-07-08,472.28,PayPal,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03133,U01186,CR00048,2025-04-01,0.0,Credit Card,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03144,U01208,CR00020,2025-05-30,0.0,PayPal,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03147,U01215,CR00050,2025-04-15,490.9,Credit Card,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03157,U01245,CR00048,2025-02-02,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03161,U01263,CR00050,2025-09-03,490.9,PayPal,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03164,U01273,CR00048,2025-07-28,0.0,Bank Transfer,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03174,U01299,CR00016,2025-07-01,0.0,Credit Card,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03184,U01328,CR00046,2025-11-15,248.1,Credit Card,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03208,U01400,CR00048,2025-12-01,0.0,Bank Transfer,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03218,U01426,CR00047,2025-10-15,89.59,Credit Card,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03219,U01427,CR00048,2025-05-14,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03233,U01471,CR00048,2025-01-13,0.0,Bank Transfer,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03253,U01518,CR00050,2025-02-09,490.9,PayPal,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03263,U01546,CR00048,2025-05-08,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03270,U01559,CR00047,2025-04-26,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03276,U01566,CR00048,2025-08-20,0.0,Credit Card,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03292,U01607,CR00047,2025-01-12,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03297,U01619,CR00050,2025-05-15,490.9,Credit Card,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03345,U01743,CR00027,2025-11-30,0.0,Bank Transfer,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03353,U01760,CR00050,2025-07-06,490.9,Bank Transfer,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03354,U01763,CR00046,2025-07-30,248.1,Credit Card,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03355,U01765,CR00018,2025-07-23,0.0,PayPal,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03366,U01797,CR00050,2025-09-15,490.9,Credit Card,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03388,U01853,CR00047,2025-01-08,89.59,Credit Card,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03397,U01874,CR00049,2025-01-06,415.51,Bank Transfer,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03400,U01883,CR00050,2025-07-09,490.9,PayPal,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03417,U01932,CR00049,2025-01-30,415.51,Bank Transfer,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03418,U01937,CR00048,2025-10-16,0.0,PayPal,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03430,U01969,CR00046,2025-04-04,248.1,PayPal,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03434,U01978,CR00047,2025-10-18,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03462,U02048,CR00047,2025-09-21,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03463,U02049,CR00046,2025-08-17,248.1,Bank Transfer,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03480,U02092,CR00047,2025-02-19,89.59,Bank Transfer,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Low Rated
TC00027,Laurie Michael,44,Female,Artificial Intelligence,3,1.55,TT03482,U02100,CR00046,2025-02-21,248.1,Bank Transfer,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Low Rated
